"Month","Time Period","Mode","Bus Type","Question Text","Category","Measure","Score Grain","Score Type","Score","Sample Size"
"2025-12-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Satisfied","Percent of Respondents","54.72048434263","2,256"
"2025-12-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Dissatisfied","Percent of Respondents","19.92381150023","2,256"
"2025-12-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Satisfied","Percent of Respondents","13.09172549937","2,256"
"2025-12-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Dissatisfied","Percent of Respondents","12.14799617629","2,256"
"2025-12-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Satisfied","Percent of Respondents","50.32539713816","2,256"
"2025-12-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Dissatisfied","Percent of Respondents","24.43488118618","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Satisfied","Percent of Respondents","23.47653303846","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Dissatisfied","Percent of Respondents","11.35061276787","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Satisfied","Percent of Respondents","43.71040920167","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Dissatisfied","Percent of Respondents","21.46244499199","2,256"
"2025-12-01",,"Subway",,"How safe do you feel using the subway system?  Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","System Safety","Safety Score","Average Score (1-10)","6.26696382561","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Unsafe","Percent of Respondents","7.70136979113","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Safe","Percent of Respondents","29.34968421224","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Unsafe","Percent of Respondents","16.97636683672","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Safe","Percent of Respondents","45.9725791599","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Unsafe","Percent of Respondents","7.26415785001","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Safe","Percent of Respondents","28.07332755888","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Unsafe","Percent of Respondents","17.08987747555","2,256"
"2025-12-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Safe","Percent of Respondents","47.57263711555","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Reduction in QOL Concerns","Percent of Respondents","40.32058897145","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Personal Security Concerns","Percent of Respondents","8.67014936985","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekend Service","Percent of Respondents","28.93979415421","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekday Service","Percent of Respondents","17.00029045378","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Visible Police","Percent of Respondents","22.31288343206","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Reliable Service","Percent of Respondents","40.12397648435","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Fewer People Behaving Erratically","Percent of Respondents","28.54631265008","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Trains","Percent of Respondents","22.29825238112","2,256"
"2025-12-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Stations","Percent of Respondents","21.52256784321","2,256"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Reduction in QOL Concerns","Percent of Respondents","35.72524971666","2,225"
"2025-11-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","68.02943822136","292"
"2025-11-01","20:00 - 06:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","69.17986410244","292"
"2025-11-01","20:00 - 06:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","74.17253499011","292"
"2025-11-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","71.412655801","589"
"2025-11-01","15:30 - 19:59","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","73.57065273333","589"
"2025-11-01","15:30 - 19:59","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","68.57562357416","589"
"2025-11-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","75.43330808932","702"
"2025-11-01","09:30 - 15:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","78.83856259057","702"
"2025-11-01","09:30 - 15:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","75.61491513573","702"
"2025-11-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","69.56333491584","642"
"2025-11-01","06:30 - 09:29","Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","67.68914620539","642"
"2025-11-01","06:30 - 09:29","Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Total Satisfied (Very Satisfied + Satisfied)","Percent of Respondents","60.36897076288","642"
"2025-11-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Many","Percent of Respondents","8.73330693678","2,225"
"2025-11-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Too Few","Percent of Respondents","51.92339552472","2,225"
"2025-11-01",,"Subway",,"During the past month, how do you feel about the number of uniformed police officers you’ve seen in the subway?","Security","Police Perception","Right Amount","Percent of Respondents","39.3432975385","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Satisfied","Percent of Respondents","29.42559444313","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Very Dissatisfied","Percent of Respondents","9.07332040551","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Satisfied","Percent of Respondents","42.22438293339","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Wait Time","Satisfaction","Wait Time","Dissatisfied","Percent of Respondents","19.27670221797","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Satisfied","Percent of Respondents","37.68882629612","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Very Dissatisfied","Percent of Respondents","6.20792287512","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Satisfied","Percent of Respondents","42.89651844415","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Travel Time","Satisfaction","Travel Time","Dissatisfied","Percent of Respondents","13.20673238462","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Very Satisfied","Percent of Respondents","26.36378512691","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Very Dissatisfied","Percent of Respondents","8.18855640644","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Satisfied","Percent of Respondents","47.9729232545","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Cleanliness Of The Train","Satisfaction","Train Cleanliness","Dissatisfied","Percent of Respondents","17.47473521215","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Very Satisfied","Percent of Respondents","21.00345542383","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Very Dissatisfied","Percent of Respondents","9.90324487238","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Satisfied","Percent of Respondents","47.11848010983","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Cleanliness Of The Station","Satisfaction","Station Cleanliness","Dissatisfied","Percent of Respondents","21.97481959396","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Very Satisfied","Percent of Respondents","21.97562431997","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Very Dissatisfied","Percent of Respondents","10.29080873428","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Satisfied","Percent of Respondents","46.57267066007","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.  - Overall Station Satisfaction","Satisfaction","Overall Station","Dissatisfied","Percent of Respondents","21.16089628568","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Very Satisfied","Percent of Respondents","26.17777518198","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Very Dissatisfied","Percent of Respondents","7.80614007114","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Satisfied","Percent of Respondents","49.12273674256","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Overall Satisfaction","Satisfaction","Overall Line","Dissatisfied","Percent of Respondents","16.89334800433","2,225"
"2025-11-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Very Satisfied","Percent of Respondents","18.7693320463","2,225"
"2025-11-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Very Dissatisfied","Percent of Respondents","9.2724112407","2,225"
"2025-11-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Satisfied","Percent of Respondents","54.13644973917","2,225"
"2025-11-01",,"Subway",,"How satisfied were you with your overall subway experience on this most recent trip? (1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, 9-10 are very satisfied)","Satisfaction","Overall Last Trip","Dissatisfied","Percent of Respondents","17.82180697383","2,225"
"2025-11-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Satisfied","Percent of Respondents","15.83237079108","2,225"
"2025-11-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Very Dissatisfied","Percent of Respondents","10.9669336159","2,225"
"2025-11-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Satisfied","Percent of Respondents","51.44271576604","2,225"
"2025-11-01",,"Subway",,"During the past month, how satisfied were you with your overall subway experience? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied.","Satisfaction","Overall Last Month","Dissatisfied","Percent of Respondents","21.75797982698","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Satisfied","Percent of Respondents","24.77525138733","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Very Dissatisfied","Percent of Respondents","9.6879899604","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Satisfied","Percent of Respondents","44.13299020266","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how satisfied were you with each of the following? Where 1-2 are very dissatisfied, 3-5 are dissatisfied, 6-8 are satisfied, and 9-10 are very satisfied. - Crowding On Board","Satisfaction","Crowding on Trains","Dissatisfied","Percent of Respondents","21.40376844961","2,225"
"2025-11-01",,"Subway",,"How safe do you feel using the subway system?  Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","System Safety","Safety Score","Average Score (1-10)","6.41962478728","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Unsafe","Percent of Respondents","6.08268302428","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Very Safe","Percent of Respondents","31.39379560636","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Unsafe","Percent of Respondents","15.14069009986","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience with [INSERT SUBWAY LINE] train for this trip, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety on Trains","Safe","Percent of Respondents","47.3828312695","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Unsafe","Percent of Respondents","6.81043752543","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Very Safe","Percent of Respondents","29.38990522498","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Unsafe","Percent of Respondents","16.350589343","2,225"
"2025-11-01",,"Subway",,"Thinking about your experience in [INSERT SUBWAY STATION] station, how safe did you feel? Where 1-2 are very unsafe, 3-5 are unsafe, 6-8 are safe, and 9-10 are very safe.","Safety","Safety in Stations","Safe","Percent of Respondents","47.44906790659","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Personal Security Concerns","Percent of Respondents","10.48466343367","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekend Service","Percent of Respondents","29.6162491648","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Weekday Service","Percent of Respondents","17.84218679565","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Visible Police","Percent of Respondents","22.46026158749","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","More Reliable Service","Percent of Respondents","40.6140952385","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Fewer People Behaving Erratically","Percent of Respondents","29.04573959579","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Trains","Percent of Respondents","17.71239031342","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Stations","Percent of Respondents","21.55630516026","2,225"
"2025-11-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Better Fare Enforcement","Percent of Respondents","20.09145338639","2,225"
"2025-09-01",,"Subway",,"Which of the following needs to improve to increase your subway satisfaction? Select up to three.","Improvements","Improve to Increase Satisfaction","Cleaner Trains","Percent of Respondents","20.79740793446","2,279"
